day,newdata
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
22,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
23,oct
26,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
27,oct
28,oct
28,oct
28,oct
28,oct
28,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
29,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
30,oct
2,nov
2,nov
2,nov
2,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
3,nov
4,nov
6,nov
6,nov
6,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
9,nov
10,nov
10,nov
10,nov
10,nov
10,nov
10,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
11,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
12,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
13,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
25,nov
25,nov
25,nov
25,nov
25,nov
25,nov
25,nov
27,nov
30,nov
30,nov
2,dec
2,dec
2,dec
2,dec
3,dec
3,dec
3,dec
3,dec
3,dec
3,dec
3,dec
4,dec
4,dec
4,dec
4,dec
4,dec
4,dec
4,dec
4,dec
7,dec
7,dec
7,dec
7,dec
7,dec
9,dec
9,dec
9,dec
9,dec
9,dec
9,dec
9,dec
9,dec
9,dec
10,dec
10,dec
10,dec
10,dec
10,dec
10,dec
10,dec
10,dec
11,dec
14,dec
14,dec
15,dec
15,dec
15,dec
16,dec
16,dec
16,dec
16,dec
17,dec
17,dec
17,dec
18,dec
18,dec
18,dec
21,dec
21,dec
21,dec
21,dec
21,dec
21,dec
22,dec
22,dec
22,dec
22,dec
23,dec
24,dec
28,dec
28,dec
28,dec
28,dec
28,dec
28,dec
28,dec
29,dec
29,dec
29,dec
29,dec
29,dec
30,dec
8,jan
11,jan
11,jan
11,jan
11,jan
11,jan
12,jan
12,jan
12,jan
12,jan
12,jan
12,jan
12,jan
13,jan
13,jan
13,jan
13,jan
13,jan
13,jan
13,jan
14,jan
14,jan
14,jan
14,jan
14,jan
14,jan
14,jan
14,jan
14,jan
15,jan
15,jan
15,jan
15,jan
18,jan
18,jan
18,jan
18,jan
18,jan
25,jan
25,jan
25,jan
25,jan
25,jan
26,jan
26,jan
27,jan
27,jan
27,jan
27,jan
27,jan
27,jan
27,jan
27,jan
27,jan
27,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
28,jan
29,jan
29,jan
29,jan
29,jan
29,jan
1,feb
1,feb
1,feb
2,feb
2,feb
2,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
3,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
4,feb
5,feb
5,feb
5,feb
5,feb
8,feb
8,feb
8,feb
8,feb
8,feb
8,feb
8,feb
8,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
9,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
10,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
11,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
12,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
15,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
18,feb
19,feb
19,feb
19,feb
19,feb
19,feb
19,feb
22,feb
22,feb
22,feb
23,feb
23,feb
23,feb
23,feb
23,feb
23,feb
23,feb
23,feb
23,feb
24,feb
24,feb
24,feb
24,feb
24,feb
24,feb
24,feb
25,feb
25,feb
25,feb
25,feb
25,feb
25,feb
26,feb
26,feb
26,feb
26,feb
26,feb
26,feb
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
2,mar
3,mar
3,mar
3,mar
3,mar
4,mar
4,mar
4,mar
4,mar
4,mar
4,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
5,mar
8,mar
8,mar
8,mar
8,mar
8,mar
8,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
9,mar
10,mar
10,mar
10,mar
11,mar
12,mar
12,mar
12,mar
12,mar
15,mar
15,mar
15,mar
15,mar
16,mar
16,mar
16,mar
16,mar
16,mar
17,mar
18,mar
18,mar
18,mar
18,mar
18,mar
18,mar
22,mar
22,mar
22,mar
22,mar
22,mar
22,mar
23,mar
23,mar
23,mar
25,mar
25,mar
25,mar
25,mar
26,mar
26,mar
26,mar
29,mar
29,mar
30,mar
30,mar
30,mar
31,mar
31,mar
31,mar
31,mar
1,apr
1,apr
1,apr
1,apr
1,apr
1,apr
1,apr
5,apr
5,apr
5,apr
5,apr
5,apr
5,apr
5,apr
5,apr
5,apr
6,apr
6,apr
6,apr
6,apr
6,apr
8,apr
12,apr
12,apr
12,apr
12,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
13,apr
14,apr
14,apr
14,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
15,apr
16,apr
16,apr
19,apr
19,apr
19,apr
20,apr
20,apr
20,apr
20,apr
20,apr
21,apr
21,apr
21,apr
21,apr
21,apr
22,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
23,apr
26,apr
26,apr
26,apr
26,apr
26,apr
26,apr
26,apr
27,apr
27,apr
27,apr
27,apr
27,apr
27,apr
28,apr
28,apr
28,apr
28,apr
28,apr
28,apr
29,apr
29,apr
29,apr
29,apr
29,apr
29,apr
29,apr
30,apr
30,apr
30,apr
30,apr
30,apr
30,apr
4,may
4,may
4,may
4,may
4,may
4,may
4,may
4,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
5,may
6,may
6,may
6,may
7,may
7,may
7,may
7,may
7,may
10,may
12,may
12,may
12,may
12,may
12,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
13,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
14,may
17,may
17,may
17,may
17,may
18,may
18,may
18,may
18,may
18,may
19,may
19,may
19,may
20,may
20,may
21,may
21,may
21,may
21,may
24,may
24,may
24,may
24,may
25,may
25,may
25,may
25,may
25,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
26,may
27,may
27,may
27,may
27,may
27,may
27,may
27,may
28,may
28,may
28,may
31,may
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
1,jun
2,jun
2,jun
2,jun
2,jun
4,jun
8,jun
8,jun
8,jun
9,jun
9,jun
9,jun
9,jun
9,jun
9,jun
13,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
14,jun
15,jun
15,jun
15,jun
15,jun
15,jun
16,jun
16,jun
17,jun
17,jun
17,jun
17,jun
17,jun
17,jun
17,jun
17,jun
18,jun
22,jun
23,jun
23,jun
23,jun
23,jun
24,jun
24,jun
24,jun
25,jun
25,jun
25,jun
25,jun
25,jun
28,jun
28,jun
28,jun
28,jun
28,jun
28,jun
28,jun
28,jun
28,jun
29,jun
29,jun
29,jun
29,jun
29,jun
29,jun
29,jun
29,jun
30,jun
30,jun
30,jun
30,jun
1,jul
1,jul
2,jul
2,jul
2,jul
2,jul
2,jul
5,jul
5,jul
6,jul
6,jul
6,jul
6,jul
6,jul
7,jul
7,jul
7,jul
7,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
8,jul
9,jul
9,jul
9,jul
9,jul
10,jul
12,jul
12,jul
12,jul
12,jul
12,jul
13,jul
13,jul
13,jul
13,jul
13,jul
13,jul
13,jul
13,jul
13,jul
14,jul
14,jul
14,jul
14,jul
14,jul
14,jul
14,jul
14,jul
14,jul
14,jul
15,jul
15,jul
15,jul
15,jul
15,jul
15,jul
15,jul
16,jul
16,jul
16,jul
16,jul
16,jul
16,jul
16,jul
19,jul
19,jul
19,jul
19,jul
19,jul
19,jul
19,jul
20,jul
20,jul
20,jul
20,jul
21,jul
21,jul
22,jul
22,jul
22,jul
22,jul
22,jul
22,jul
22,jul
22,jul
23,jul
23,jul
23,jul
23,jul
23,jul
23,jul
23,jul
23,jul
26,jul
26,jul
26,jul
26,jul
26,jul
27,jul
27,jul
27,jul
27,jul
28,jul
28,jul
28,jul
28,jul
28,jul
28,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
29,jul
30,jul
30,jul
30,jul
30,jul
30,jul
2,aug
2,aug
2,aug
2,aug
2,aug
2,aug
3,aug
3,aug
3,aug
3,aug
3,aug
3,aug
3,aug
3,aug
3,aug
3,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
4,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
5,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
6,aug
9,aug
9,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
10,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
11,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
12,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
13,aug
16,aug
16,aug
16,aug
19,aug
31,aug
31,aug
31,aug
31,aug
31,aug
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
1,sep
2,sep
2,sep
2,sep
2,sep
2,sep
2,sep
3,sep
3,sep
3,sep
6,sep
6,sep
6,sep
6,sep
6,sep
6,sep
6,sep
6,sep
7,sep
7,sep
7,sep
7,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
8,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
9,sep
10,sep
10,sep
10,sep
10,sep
13,sep
13,sep
13,sep
14,sep
14,sep
14,sep
14,sep
14,sep
14,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
15,sep
16,sep
16,sep
16,sep
16,sep
16,sep
16,sep
16,sep
16,sep
16,sep
16,sep
17,sep
17,sep
17,sep
17,sep
17,sep
20,sep
22,sep
22,sep
22,sep
22,sep
22,sep
22,sep
23,sep
23,sep
23,sep
23,sep
23,sep
23,sep
23,sep
23,sep
23,sep
23,sep
24,sep
24,sep
24,sep
24,sep
27,sep
27,sep
27,sep
28,sep
29,sep
29,sep
29,sep
29,sep
6,oct
6,oct
6,oct
6,oct
6,oct
6,oct
6,oct
6,oct
8,oct
8,oct
8,oct
8,oct
8,oct
11,oct
11,oct
11,oct
11,oct
11,oct
12,oct
12,oct
12,oct
13,oct
13,oct
13,oct
13,oct
14,oct
14,oct
14,oct
15,oct
15,oct
18,oct
18,oct
18,oct
18,oct
18,oct
18,oct
19,oct
19,oct
19,oct
20,oct
20,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
21,oct
22,oct
22,oct
22,oct
25,oct
25,oct
25,oct
25,oct
25,oct
25,oct
25,oct
26,oct
26,oct
26,oct
27,oct
27,oct
27,oct
27,oct
27,oct
8,nov
8,nov
8,nov
9,nov
9,nov
9,nov
9,nov
9,nov
10,nov
11,nov
11,nov
12,nov
12,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
16,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
17,nov
20,jun
20,aug
23,mar
14,apr
4,jun
20,aug
2,jun
28,jul
19,jul
17,apr
5,may
2,jun
2,feb
11,feb
6,aug
12,mar
20,apr
17,feb
10,aug
18,aug
23,feb
19,jun
8,aug
3,sep
25,may
7,aug
12,oct
13,jul
8,may
27,may
7,apr
2,jun
9,sep
17,jul
13,may
28,may
28,may
14,jan
3,jun
18,jun
10,nov
14,oct
10,feb
18,nov
15,sep
16,sep
3,mar
19,nov
10,mar
3,nov
2,feb
3,jun
4,aug
14,may
12,jun
18,jul
21,may
16,sep
4,aug
2,jun
21,aug
11,aug
26,feb
27,jan
12,nov
3,sep
4,jun
25,may
20,jun
22,jul
9,feb
6,aug
12,jun
19,nov
19,jun
18,feb
5,jun
11,may
31,aug
10,feb
12,feb
12,apr
17,jul
11,aug
5,aug
28,jul
10,aug
27,jul
21,nov
18,nov
9,dec
6,may
19,may
30,may
21,aug
12,aug
22,apr
22,apr
19,jun
4,may
25,aug
5,feb
30,apr
29,sep
23,sep
28,may
26,oct
26,may
13,may
11,jul
18,mar
5,feb
14,jul
12,may
6,aug
23,mar
8,nov
12,feb
25,may
5,jun
15,jul
27,feb
26,aug
4,feb
12,aug
29,jul
3,sep
6,may
26,feb
25,nov
30,jun
17,nov
30,apr
28,jan
18,nov
4,may
26,may
15,mar
11,oct
28,sep
5,apr
16,jul
22,sep
4,may
11,may
2,mar
21,nov
7,sep
28,aug
30,apr
18,may
7,sep
9,apr
6,oct
16,mar
13,apr
15,jul
7,jul
18,sep
2,nov
30,jul
7,aug
18,aug
6,may
7,may
18,aug
12,nov
6,feb
17,sep
14,sep
27,mar
18,mar
10,aug
30,apr
17,jun
5,mar
22,oct
4,mar
25,may
5,aug
29,apr
21,nov
3,mar
15,jul
12,aug
20,apr
20,apr
21,nov
10,nov
20,aug
29,may
28,jul
1,jun
30,may
12,may
23,may
4,feb
18,feb
31,aug
13,nov
15,dec
3,feb
3,feb
5,feb
5,jun
20,nov
19,nov
13,aug
27,may
21,jul
15,may
29,jan
11,aug
4,jun
4,jun
24,jul
8,jan
16,may
3,sep
22,jul
27,may
16,nov
30,mar
2,jun
8,oct
7,may
31,jul
8,feb
5,feb
28,may
21,oct
12,apr
30,apr
22,oct
22,aug
9,may
30,apr
2,jun
8,may
5,jun
3,feb
14,may
13,aug
19,aug
8,may
6,feb
20,nov
22,aug
30,apr
19,nov
15,nov
22,oct
30,apr
29,jan
29,oct
18,jun
13,nov
17,feb
20,aug
28,oct
3,feb
4,aug
30,apr
13,oct
8,jul
29,may
29,jun
3,feb
12,jan
21,apr
30,apr
20,apr
25,aug
17,apr
16,aug
11,feb
4,may
16,jul
16,oct
5,feb
8,jun
4,jun
18,may
17,apr
26,oct
28,jul
13,may
3,jun
15,oct
16,jul
12,jan
30,apr
7,may
25,nov
11,jan
5,aug
12,aug
29,jan
15,may
14,may
24,dec
6,may
26,may
2,feb
17,apr
14,aug
1,jul
22,jun
14,may
15,jan
11,nov
22,sep
12,may
13,oct
19,jun
13,nov
15,mar
30,apr
28,jan
21,apr
7,sep
27,feb
11,feb
14,sep
7,may
16,apr
18,feb
30,apr
16,may
12,may
15,jul
15,jul
6,nov
15,apr
26,apr
11,mar
26,jul
30,jan
19,aug
18,jul
18,oct
30,jun
17,apr
4,may
17,dec
31,jul
19,jun
6,may
5,jun
28,jul
28,jan
29,jul
22,aug
17,jul
22,jul
3,jun
28,may
7,dec
22,feb
3,jun
24,sep
10,mar
25,may
10,aug
11,feb
27,oct
12,aug
4,sep
27,oct
28,jan
19,feb
11,jul
20,apr
20,aug
4,may
8,jun
17,dec
21,nov
5,mar
4,aug
18,may
31,jul
3,nov
27,may
13,jul
8,jun
5,aug
9,nov
25,may
18,may
8,may
14,aug
18,may
2,mar
30,sep
17,nov
4,feb
2,jun
12,aug
6,sep
21,jul
19,aug
22,aug
30,mar
12,may
10,jul
20,may
4,feb
15,jun
30,apr
30,apr
19,apr
30,apr
14,aug
28,dec
5,may
5,may
28,may
17,oct
3,jun
9,feb
11,feb
16,jun
10,feb
31,aug
28,jan
17,mar
7,aug
4,may
24,apr
30,jul
1,jul
18,nov
21,jun
29,jul
6,apr
7,jul
28,dec
18,feb
8,may
24,nov
13,may
21,nov
26,may
17,may
30,apr
14,aug
15,apr
29,oct
30,apr
30,oct
12,nov
20,nov
25,may
12,jan
6,jun
26,may
4,may
18,feb
23,oct
28,sep
20,nov
18,nov
13,aug
9,feb
13,nov
26,aug
21,oct
18,feb
2,mar
13,apr
9,apr
13,apr
12,may
14,may
11,feb
18,oct
12,may
17,apr
27,may
27,aug
29,oct
9,feb
15,jul
9,sep
30,apr
6,may
4,aug
16,nov
11,jul
30,apr
4,feb
8,sep
2,jun
25,jul
27,may
18,may
12,jan
13,jan
8,jun
20,jun
2,feb
2,feb
8,mar
9,jul
18,jun
6,sep
30,oct
14,aug
21,jul
30,apr
19,nov
22,oct
15,jun
30,oct
26,feb
26,may
5,mar
20,apr
29,jan
14,may
12,jan
15,sep
15,jul
3,dec
16,mar
10,jul
5,aug
7,jul
9,jun
12,may
3,jul
12,aug
27,feb
8,apr
10,feb
6,apr
2,feb
13,may
19,nov
13,aug
28,jul
17,jun
28,may
14,jan
28,jul
15,may
21,apr
22,apr
28,oct
6,oct
20,may
3,feb
12,jul
7,may
3,aug
21,oct
18,mar
2,feb
19,feb
22,oct
1,sep
13,feb
12,may
16,jun
10,nov
23,jul
23,oct
4,jun
12,aug
28,jan
21,aug
28,jan
11,aug
8,aug
22,mar
18,may
30,may
29,dec
21,nov
13,oct
6,jun
8,apr
4,jun
8,feb
2,mar
30,apr
21,nov
9,jun
16,feb
20,apr
30,jul
9,apr
10,aug
22,apr
13,aug
27,aug
26,mar
23,feb
26,may
2,jun
21,nov
28,jan
17,jun
13,may
10,aug
20,apr
24,jul
4,jul
13,aug
10,nov
15,jan
13,aug
19,nov
7,aug
15,may
23,jul
15,may
6,may
31,jul
14,may
11,feb
6,jun
13,may
9,jul
12,may
7,aug
17,apr
14,oct
18,jul
16,may
17,nov
10,sep
24,apr
14,jan
11,oct
18,jan
12,may
10,jul
11,nov
27,feb
14,apr
29,jul
30,apr
27,oct
18,aug
12,jun
25,nov
9,oct
3,jun
18,may
5,aug
15,may
12,aug
30,apr
21,jul
28,aug
2,mar
30,apr
11,jul
20,jun
25,nov
14,apr
4,sep
12,aug
12,aug
11,aug
18,jul
13,nov
9,nov
6,feb
14,may
17,nov
14,apr
17,mar
9,nov
19,oct
3,jul
9,jun
2,jun
13,aug
3,feb
23,jun
5,aug
20,aug
4,aug
27,oct
16,oct
19,nov
21,nov
25,aug
8,jul
15,may
29,jan
12,aug
5,jun
6,may
23,may
8,oct
17,feb
25,may
30,apr
8,apr
13,jul
25,may
13,jan
21,aug
23,sep
18,aug
17,jun
4,aug
4,may
3,feb
21,nov
18,may
4,aug
16,jul
2,mar
28,jul
30,jul
18,jun
21,nov
7,jan
6,may
23,jun
5,mar
12,feb
24,may
11,aug
26,may
16,jun
5,feb
14,aug
21,may
11,aug
18,aug
6,apr
9,mar
15,sep
12,mar
3,nov
27,jul
1,apr
29,apr
7,may
17,jun
20,nov
27,apr
27,apr
20,apr
24,mar
13,may
30,apr
25,nov
26,jan
5,feb
20,nov
2,feb
18,may
30,jul
13,may
5,feb
3,feb
5,feb
8,jul
11,sep
9,dec
2,feb
15,may
22,aug
12,mar
15,may
16,may
17,nov
16,apr
30,apr
26,may
16,may
10,jul
16,sep
30,apr
9,sep
2,mar
16,sep
17,nov
13,may
15,may
5,feb
18,nov
17,apr
3,nov
17,nov
7,may
15,may
20,aug
14,aug
23,jul
3,aug
10,nov
21,nov
16,jun
20,may
15,jul
11,aug
18,may
29,apr
9,may
28,jan
2,mar
30,apr
14,sep
12,mar
20,apr
23,jul
27,mar
2,jul
21,may
15,may
17,apr
19,nov
12,may
8,mar
19,nov
5,may
23,oct
5,jun
30,jul
4,may
19,jun
13,apr
28,jul
20,jun
13,jul
20,oct
27,feb
11,may
18,aug
22,oct
22,oct
13,nov
18,aug
20,nov
12,may
12,nov
29,may
20,jun
12,aug
30,apr
28,jul
9,jun
14,aug
3,mar
5,nov
13,jul
11,mar
4,feb
30,mar
10,jul
12,aug
25,oct
19,nov
26,jul
10,aug
13,may
28,jun
9,jul
22,apr
15,jul
10,aug
7,aug
7,may
3,nov
26,aug
16,jul
23,oct
6,jun
18,may
5,feb
25,may
5,aug
12,jun
11,nov
29,jan
6,aug
30,apr
17,nov
19,aug
4,jul
8,aug
12,feb
9,jun
28,may
5,aug
12,jul
16,jul
9,mar
25,feb
27,may
3,feb
23,may
8,aug
15,jun
5,jun
13,may
28,oct
15,jul
17,feb
30,apr
17,jul
15,sep
4,jun
12,may
18,jun
16,nov
8,jul
27,may
6,aug
17,nov
16,may
29,oct
17,feb
12,aug
30,may
22,jul
4,jun
5,jun
14,jul
8,nov
12,aug
26,aug
2,sep
12,aug
14,apr
25,oct
11,may
16,sep
12,oct
6,sep
21,may
17,apr
7,jul
23,mar
20,aug
25,nov
1,oct
9,jun
28,jul
12,aug
4,may
20,oct
15,may
4,aug
15,may
17,apr
18,dec
26,oct
18,may
7,dec
1,sep
20,jun
22,may
22,may
3,feb
6,may
10,feb
17,feb
8,aug
29,apr
1,jun
25,mar
14,aug
6,jun
4,aug
12,may
11,may
26,may
18,feb
21,jul
20,apr
15,jan
3,feb
18,jul
3,jun
3,jun
21,jul
12,jan
4,may
2,jul
21,aug
16,sep
31,jul
27,mar
29,dec
26,aug
25,feb
21,dec
26,aug
30,apr
29,jan
4,sep
12,jul
15,may
2,feb
20,nov
18,jul
5,apr
17,nov
22,sep
29,jan
11,may
18,jun
2,jun
26,oct
13,may
11,aug
11,sep
21,nov
5,jun
16,may
18,may
17,jul
25,jan
2,mar
17,nov
10,aug
25,jul
9,feb
5,feb
6,may
12,aug
13,nov
8,jul
28,jun
10,aug
4,may
15,jul
5,aug
5,jun
14,oct
5,apr
9,jun
10,nov
17,apr
19,jul
8,aug
18,jul
6,may
18,jul
5,jun
3,feb
13,may
6,aug
18,jul
4,may
10,nov
23,oct
13,may
3,mar
8,may
12,may
8,oct
15,apr
20,may
25,may
6,jun
6,may
8,sep
11,mar
12,may
30,apr
22,apr
30,jul
16,nov
30,jun
13,may
30,apr
22,oct
7,may
15,may
2,jul
12,may
5,mar
10,nov
3,nov
7,jun
18,may
8,apr
19,nov
11,jan
13,may
15,jul
30,jan
7,oct
4,feb
13,aug
7,jul
3,jun
12,aug
9,jul
11,dec
29,oct
6,aug
27,mar
24,feb
31,jul
5,jun
12,may
21,may
28,jan
11,jun
7,may
15,mar
22,apr
26,aug
18,jul
8,jul
13,may
17,may
4,jun
31,aug
12,may
10,feb
11,aug
22,apr
27,may
14,jan
15,apr
17,jun
2,jul
16,jul
18,feb
4,feb
22,may
24,may
21,jul
2,sep
19,nov
10,nov
5,nov
10,nov
21,nov
30,apr
12,may
21,aug
4,may
17,apr
20,aug
30,jan
29,apr
12,mar
4,may
17,dec
6,may
23,feb
17,apr
13,may
7,jul
27,may
18,jun
13,jul
17,feb
1,jun
27,mar
8,apr
29,oct
8,apr
27,oct
22,apr
28,jul
15,jun
19,nov
17,nov
2,jun
29,jan
21,nov
21,may
20,jun
12,may
28,may
26,may
13,may
4,jun
20,may
2,feb
26,aug
18,aug
7,may
27,may
24,jul
15,may
8,may
18,may
31,jul
30,oct
25,aug
29,jul
6,aug
7,may
8,aug
27,may
29,aug
7,aug
18,nov
27,may
14,aug
19,jun
16,may
28,jul
18,may
17,nov
2,jun
19,aug
18,nov
9,jul
6,aug
6,jun
18,nov
5,may
27,may
18,jun
12,aug
14,jul
3,jun
29,may
5,may
14,aug
23,jul
8,aug
13,aug
28,jan
2,feb
19,nov
18,aug
4,jun
19,nov
17,jul
13,aug
18,aug
29,may
21,nov
6,feb
15,oct
6,aug
20,nov
22,aug
6,may
29,jan
9,may
15,mar
30,jan
29,may
15,may
2,jun
8,aug
2,jun
13,may
17,nov
22,jul
26,may
30,may
20,may
30,jul
12,aug
12,aug
6,may
6,may
8,may
8,may
17,nov
16,may
13,may
20,aug
18,jun
29,jul
6,feb
20,jun
16,may
11,aug
19,nov
7,may
5,jun
12,jul
22,aug
8,may
12,jun
9,may
3,jun
13,may
23,sep
13,aug
28,jul
18,nov
5,jun
25,aug
26,may
21,nov
2,feb
12,may
22,aug
26,aug
19,jun
3,feb
7,aug
17,jun
16,apr
30,apr
12,may
23,jul
29,jul
26,may
17,jul
16,jun
15,may
9,may
14,may
17,nov
27,aug
18,nov
25,jan
29,jan
12,may
18,may
20,apr
27,aug
18,may
11,may
6,aug
13,aug
7,jul
28,may
7,may
4,jun
20,may
4,jun
20,may
19,aug
22,jul
13,may
25,jul
28,jan
6,may
4,may
18,may
28,jan
19,jun
29,jan
20,nov
8,may
14,may
23,may
20,nov
4,feb
5,may
17,nov
11,jun
5,feb
15,apr
6,may
14,may
29,aug
30,jan
21,nov
28,aug
24,jul
11,oct
25,may
29,jan
5,feb
20,jun
18,nov
14,aug
19,may
15,may
11,may
20,jun
20,apr
20,jun
6,may
17,nov
28,may
15,may
8,jul
21,aug
29,may
16,apr
9,jul
22,aug
28,aug
19,nov
29,jan
30,jan
19,nov
28,jan
1,apr
8,aug
15,jan
21,nov
20,jun
18,nov
13,apr
3,nov
4,sep
15,sep
14,may
15,may
23,jul
20,jun
5,may
5,jul
16,jul
26,aug
30,jan
8,jul
9,jul
14,sep
20,apr
25,aug
18,may
15,may
28,may
6,may
24,jul
8,apr
11,jun
14,jul
8,may
15,sep
8,may
2,feb
6,apr
15,may
6,feb
12,aug
21,nov
21,nov
6,aug
21,jul
8,may
23,may
6,jun
2,feb
19,nov
30,apr
15,may
11,aug
19,nov
15,may
30,may
13,may
19,nov
2,feb
6,may
28,may
22,oct
22,jul
5,feb
6,jun
16,nov
14,may
14,may
2,jun
7,may
29,jan
20,may
14,jul
21,aug
5,feb
20,nov
9,feb
20,apr
12,may
